tweets,class,label
Nice to see the DB's still.playing 5 yards off the receiver in crunch time.,sarcasm,1
So I got stung by a wasp on the bottom of my foot today. That was fun.,sarcasm,1
Can't believe this bloody British Summer! A few days of rain and it's sunny and hot again!,sarcasm,1
Thanks I love sitting in this airport all day,sarcasm,1
Friday-Saturday-Sunday..well spent. 😡😧😑,sarcasm,1
Glad to see the bullpen working hard to keep this one close for the .,sarcasm,1
nice try with the cheap shot.,sarcasm,1
Yeah stop asking...,sarcasm,1
"""Shooting on 108th St north of Jasper Ave. we get to walk here tonight, yay",sarcasm,1
he's 3 strokes behind Davis Love III. Impressive,sarcasm,1
Another reason to switch to,sarcasm,1
Glad to see the federal government takes care of its soldiers.,sarcasm,1
Better than the 1997 Batman & Robin?,sarcasm,1
How to get women: Don't communicate. Strategically say what they want to hear and what will make them happy.,sarcasm,1
"what do you mean, AP is back, we won't need Walsh.",sarcasm,1
I've heard Taylor Swift at least 4 times already today. Yay for Macy's new playlist.,sarcasm,1
My sarcasm cup runneth over!,sarcasm,1
But can he do it on a wet sunday in Birmingham,sarcasm,1
Another wonderful day,sarcasm,1
Who new that putting Wondo back up front would lead to more goals!?,sarcasm,1
"The movie definitely nailed the casting. I mean, has the same nose! They captured ' hair!",sarcasm,1
had the same last year with the most delightful lecturer !,sarcasm,1
"I'm a typical . Love , have plenty of friends & I love in the same manner. If you can't take it, stay away.",sarcasm,1
I'm sure no 'paper historian' *ever* thought of that...,sarcasm,1
This week is going to be so much fun....,sarcasm,1
Ahh One Direction are splitting up...shame that.,sarcasm,1
ohh that's important news. Glad I woke up today to get this important fact.,sarcasm,1
M: Tumhari smile. I've been waiting for that day k kab yeh smile mere liye ho. Right? N: WHATEVER 😂😂😂😂,sarcasm,1
meek mill still the best eh,sarcasm,1
thats totally not true. Nope. Not at all.,sarcasm,1
I'm going to live FOREVER,sarcasm,1
o tonight's gonna be fun...,sarcasm,1
"Tricky, what is it about clubs u coach that refs just want to continually destroy their seasons?",sarcasm,1
good place for an open cut mine Nothing useful there,sarcasm,1
My friend is a chutney artist …,sarcasm,1
"don't let them worry you.If anyone read your tweets or watched GCN, they'd know your sense of humour.",sarcasm,1
congrats on the new record. 48min inbetween Jarryd Hayne stories. Well done and keep up the good efforts.,sarcasm,1
Wow I'm so glad the extended Walsh's contract...,sarcasm,1
what about folks who don't seem to have common sense?,sarcasm,1
"Hahaha. What a great compilation. Moreso, what a great PM for jail!",sarcasm,1
Want a president that will say amazing quotes?,sarcasm,1
what you think or good granddaughter for my hols,sarcasm,1
Thank you for smile at me and then stab me at my back...,sarcasm,1
"Travel tip: to avoid the crowds, go to main outdoor tourist attractions in the pouring rain.",sarcasm,1
Jerrica really knows how to pick her dudes 😐,sarcasm,1
pretty sure that the scarecrow from OZ received a gender degree too. Instantly made him smart!,sarcasm,1
"Getting stuff ready for Monday! Lots of fun, right!!!",sarcasm,1
No. Neverrrrr.,sarcasm,1
I really enjoy getting yelled at by patients....it's on my favorites list,sarcasm,1
sounds like a great idea,sarcasm,1
Don't you just love to be laughed at first thing in the morning?,sarcasm,1
"I've got the 'Top Comment' on the ""Forgiven"" Sam&Nia video. Does this mean I'm going to viral too?",sarcasm,1
Oh no! A Ferrari is stopped on track. What a disaster!,sarcasm,1
Parents: delighted your kid loves watching cartoons on your phone. The rest of us just adore listening to it at full blast.,sarcasm,1
Oh!! REALLY?!?!? I would never assume this 😒,sarcasm,1
"Apparently neonicotinoids are killing birds & bees. How will we teach our kids ""the birds & the bees"" if there are NO birds & bees?",sarcasm,1
because a woman making a decision that only concerns her should be damned because women shouldn't be able to do such.,sarcasm,1
but it would have been a perfectly legal hit!,sarcasm,1
That's weird. More in ?,sarcasm,1
When you have to cover someone's shift... And that someone is ALWAYS getting their shifts covered.,sarcasm,1
Didn't see this coming...,sarcasm,1
"Very entertained by . Great stuff. Now, stop giving the Network away for free. Let them pay. Or give me more emojis",sarcasm,1
"big speech about respect and then.....""nudes?"" very suave.",sarcasm,1
because no one ever lies on the internet.,sarcasm,1
I mean doesn't BTN stand for Buckeye & ThatschoolupNorth?,sarcasm,1
My convo with was total sarcasm at its best 😈😈😈😈,sarcasm,1
I guess the 150-month trend line in XOM isn't going to hold....and I was so convinced...,sarcasm,1
"Gee, Who doesn't want to hear ""I can't feel my face"" every time they turn on the radio?",sarcasm,1
So. Wait. Do people like Joe on ?,sarcasm,1
School full time and work full time starting tomorrow .. Woohoo,sarcasm,1
Liverpool have an excellent new inside forward. Calum Chambers.,sarcasm,1
doesn't translate on Twitter,sarcasm,1
Nope. Instead you investigate all by yourself. GENIUS,sarcasm,1
Good morning everyone. Getting ready for my first day of school. So excited,sarcasm,1
I am blaming Jordy's injury on the media who wrote about the boring camp citing no major injuries ...thanks!,sarcasm,1
"no you're a woman at a club, you're obligated to dance with any man that chooses you",sarcasm,1
Went with LED lights I see. Good to see they’re saving energy.,sarcasm,1
because finding me from there is so hard 👀,sarcasm,1
: ...what a beautiful day to be stuck in traffic on the,sarcasm,1
"But its their birthgiven rights to complaint/rant i guess. After all, we do support the same team right?",sarcasm,1
Network is back and what a way to start with the most entertaining of them all SHEAMUS !,sarcasm,1
"Work for 4 hours, then 1st class for 3 hours & then next class for 3 hours. Mondays look like they will be so much fun!",sarcasm,1
Oh good. The crowd is doing that insufferable thing where they go into business for themselves. That's always fun.,sarcasm,1
The joys of bwing wide awake when you should be sleeping are wonderful!(: O.o :O,sarcasm,1
CDC research shows exact OPPOSITE could you please tell them their stats are BS,sarcasm,1
At the moment you are probably right......... Go long shovels!!! ha,sarcasm,1
Giving a go because worked out so well for my viewing pleasure....,sarcasm,1
"Fantastic to see the new Werherspoons nearly open in . Catering for the culturally awareness, close to Starbucks and nandos.",sarcasm,1
I love when you send a model a paid message and they don't respond,sarcasm,1
I don't think you've heard from the Universe yet.lol Hope it's not another moment/aftermath.,sarcasm,1
How promotes & abstract thought w/o elevating conflict levels. I SOOO didn't see that coming...,sarcasm,1
"yes true, if they study enough they just may get a job abroad or with the government.",sarcasm,1
"Whoever said unicorns don't exist, seriously never posted a article about ""optimal time""",sarcasm,1
How does get away with calling criminals and rapists? What a Nazi! Oh! He said Mexicans. Guess that's okay.,sarcasm,1
let me guess.,sarcasm,1
"maybe he was transgender, how dare they A: label him B: lay a man's hands on her",sarcasm,1
"Yeah, absolutely. Smart meters will definitely give your children cancer from the wifi.",sarcasm,1
miss you love you for ever,sarcasm,1
But he does great things for people...so we should give him a pass,sarcasm,1
Phoning : “Bet you can’t guess why I’m calling.” Willie: “No. Is there something happening today...?”,sarcasm,1
Well done to and for another delay free service,sarcasm,1
"No,I'm not a . I'm in point out the obvious. I'm also in .😁",sarcasm,1
sight seeing flights should be banned immediately.,sarcasm,1
If d comments tht come out of my mouth land me in trouble I imagine wht wud happen if ppl cud hear what was processed in my head 😜,sarcasm,1
Stock market crash is clearly all ObamaCare related.,sarcasm,1
Noooo....there's plenty of baseball left to play.,sarcasm,1
I wonder how long it'll take for the Labour Party to get the blame for this global financial crisis?,sarcasm,1
Good thing school starts in 6 hours,sarcasm,1
I don't understand why David would cheat....,sarcasm,1
I love how I'm so far behind,sarcasm,1
Are you sure it wasn't ? Were he & 's borrowing not the cause of the last slump?,sarcasm,1
tell the fans to stop being weenies!!!,sarcasm,1
Who knows better about blackness than white people? Come on!,sarcasm,1
on hold 15mins replies to the automated lady 'one of advisers......' is not helping my irritability,sarcasm,1
ahh yes hes going to have run ins with the law because he was unhappy and has brown skin,sarcasm,1
Getting 4/6 characters in 1 turn on Trivia Crack &gt;:D I'm too good at everything,sarcasm,1
I love teachers who keep me the entire syllabus day.,sarcasm,1
Incredible thing about disruptive innovation - when it fails to disrupt it's because it was too innovative,sarcasm,1
"Yes, Tori, starting a week and a half before you start your Masters program is a GREAT IDEA.",sarcasm,1
"Clearly needs to be rate increase... Why yes, that would be",sarcasm,1
Fact 😂😂😂 …,sarcasm,1
Maddison out for a couple of months at least. Fantastic news,sarcasm,1
"Alright... So class starts tom, how exciting! I love school!",sarcasm,1
is the theme today. Could be interesting for me and a reintroduction onto Twatter. It's been a while...,sarcasm,1
All the cool kids hate her now.,sarcasm,1
The perfect Audi accessory for a beautiful English summers day.,sarcasm,1
I just hope your this tweet doesn't goes the former's way,sarcasm,1
"Yup. Of course if she is talking to CPC base, well............",sarcasm,1
"Well, ESPN spends so little time talking about the SEC, when would this come up?",sarcasm,1
Could this work any slower?,sarcasm,1
Love it when I can't sleep and I look at the clock. Only 21 hours until I finish work today.,sarcasm,1
. not sure the refs call holding enough...,sarcasm,1
Awesome way of exhibiting in the !,sarcasm,1
Thank you for these amazing directions,sarcasm,1
I have a back up plan to use the old brick laptop! Looks gorgeous 😛,sarcasm,1
I knew it!,sarcasm,1
the left will love this! yay.,sarcasm,1
LOL itni sehatmand,sarcasm,1
"loving it already, I love the feature where it freezes every 2 seconds...",sarcasm,1
OK so we may lose Stones. On the bright side we've been linked with Ranocchia so it's not all doom and gloom.,sarcasm,1
"makes hamburg out of a liner to left, I bet the pitching staff can't wait until he moves to 1st base.",sarcasm,1
It's too bad that Trump doesn't get more free national TV time on the news channels.,sarcasm,1
Oh my gosh what a shocker!,sarcasm,1
£38 plus travel/parking to watch United at home to Ipswich in the League Cup. Buzzing about that... just what I needed,sarcasm,1
makes what UNC was doing look minor...right,sarcasm,1
Yes. I am frequently schooled by anonymous FB posts.,sarcasm,1
What's happened to Channel 5? It used to be so classy.,sarcasm,1
I hope you answered yes so reliable you should send them money and Lot's of it.,sarcasm,1
NEW Man 35 in ❝I'm with an ironic sense of humour❞,sarcasm,1
